judul,isi,tanggal,link
Bawaslu ingatkan Petahana mutasi jabatan bisa didiskualifikasi,Badan Pengawas Pemilihan Umum (Bawaslu) Republik Indonesia memperingatkan sejak 23 Maret 2020 kepala daerah (petahana) ...,15 Juni 2020,https://www.antaranews.com/berita/1555472/bawaslu-ingatkan-petahana-mutasi-jabatan-bisa-didiskualifikasi
Melanjutkan Pilkada di tengah pandemi COVID-19,"Pemilihan kepala daerah (pilkada) kembali digelar pada 2020, sesungguhnya pemilihan lima tahunan itu merupakan sesuatu ...",15 Juni 2020,https://www.antaranews.com/berita/1554200/melanjutkan-pilkada-di-tengah-pandemi-covid-19
KPU Jateng lanjutkan tahapan pilkada serentak 21 kabupaten/kota,Komisi Pemilihan Umum (KPU) Provinsi Jawa Tengah melanjutkan kembali tahapan Pilkada serentak 2020 di 21 kabupaten/kota ...,15 Juni 2020,https://www.antaranews.com/berita/1554176/kpu-jateng-lanjutkan-tahapan-pilkada-serentak-21-kabupaten-kota
Bawaslu NTT kawal pelaksanaan tahapan pilkada,"Badan Pengawas Pemilu (Bawaslu) Nusa Tenggara Timur (NTT), telah melakukan koordinasi dengan semua kabupaten yang ...",15 Juni 2020,https://www.antaranews.com/berita/1553584/bawaslu-ntt-kawal-pelaksanaan-tahapan-pilkada
KPU Surabaya jadwalkan pengaktifan PPK per 15 Juni 2020,Komisi Pemilihan Umum (KPU) Surabaya menjadwalkan pengaktifan Panitia Pemilihan Kecamatan (PPK) dan pelantikan Panitia ...,14 Juni 2020,https://www.antaranews.com/berita/1552760/kpu-surabaya-jadwalkan-pengaktifan-ppk-per-15-juni-2020
Lima PPS Pilkada Rejang Lebong mengundurkan diri,"Komisi Pemilihan Umum (KPU) Kabupaten Rejang Lebong, Provinsi Bengkulu, menyebutkan lima anggota panitia pemungutan ...",13 Juni 2020,https://www.antaranews.com/berita/1551228/lima-pps-pilkada-rejang-lebong-mengundurkan-diri
"Kemarin, verifikasi faktual mundur hingga Adian Napitupulu ke Istana","Berbagai peristiwa politik pada Jumat (12/6) menarik perhatian masyarakat dan masih menarik untuk dibaca, mulai dari ...",13 Juni 2020,https://www.antaranews.com/berita/1551120/kemarin-verifikasi-faktual-mundur-hingga-adian-napitupulu-ke-istana
Ketua KPU instruksikan PPK dan PPS Pilkada 2020 diaktifkan lagi,Ketua Komisi Pemilihan Umum Republik Indonesia Arief Budiman menginstruksikan kepada KPU kabupaten/kota untuk ...,12 Juni 2020,https://www.antaranews.com/berita/1550780/ketua-kpu-instruksikan-ppk-dan-pps-pilkada-2020-diaktifkan-lagi
KPU agendakan simulasi pilkada di tengah pandemi COVID-19 Juli,Komisi Pemilihan Umum berencana mengelar simulasi model penyelenggaraan pemilihan kepala daerah (pilkada) serentak 2020 ...,12 Juni 2020,https://www.antaranews.com/berita/1550532/kpu-agendakan-simulasi-pilkada-di-tengah-pandemi-covid-19-juli
KPU harapkan anggaran pilkada bisa dipenuhi dan tepat waktu,Komisi Pemilihan Umum mengharapkan anggaran untuk pemilihan kepala daerah bisa dipenuhi dan dicairkan tepat waktu ...,12 Juni 2020,https://www.antaranews.com/berita/1550272/kpu-harapkan-anggaran-pilkada-bisa-dipenuhi-dan-tepat-waktu
KPU mundurkan jadwal tahapan verifikasi faktual,Komisi Pemilihan Umum (KPU) memutuskan untuk memundurkan jadwal tahapan verifikasi faktual pemilihan kepala daerah ...,12 Juni 2020,https://www.antaranews.com/berita/1550220/kpu-mundurkan-jadwal-tahapan-verifikasi-faktual
KPU optimalkan kreasi konten digital untuk sosialisasi pemilu,Komisioner KPU RI Viryan Azis menegaskan pihaknya akan mengoptimalkan sosialisasi pemilu pada masa normal baru dengan ...,12 Juni 2020,https://www.antaranews.com/berita/1549304/kpu-optimalkan-kreasi-konten-digital-untuk-sosialisasi-pemilu
KPU akan tambah 1.300 TPS di Pilgub Sumbar,Komisioner Pemilihan Umum (KPU) Sumatera Barat akan menambah 1.300 Tempat Pemungutan Suara (TPS) dalam Pilgub Sumbar ...,11 Juni 2020,https://www.antaranews.com/berita/1547080/kpu-akan-tambah-1300-tps-di-pilgub-sumbar
KPU Gunung Kidul masih menghitung kebutuhan anggaran pengadaan APD,"Komisi Pemilihan Umum Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, masih menghitung kebutuhan anggaran tambahan ...",10 Juni 2020,https://www.antaranews.com/berita/1544544/kpu-gunung-kidul-masih-menghitung-kebutuhan-anggaran-pengadaan-apd
Sejumlah parpol Surabaya adu strategi Pilkada 2020 di tengah pandemi,"Sejumlah partai politik di Kota Surabaya, Jawa Timur, adu strategi pemilihan kepala daerah (Pilkada) serentak 2020 di ...",8 Juni 2020,https://www.antaranews.com/berita/1540008/sejumlah-parpol-surabaya-adu-strategi-pilkada-2020-di-tengah-pandemi
KPU Surakarta laksanakan coklit DPT Juli 2020,Komisi Pemilihan Umum Kota Surakarta menyebutkan tahapan pelaksanaan pencocokan dan penelitian (coklit) data daftar ...,6 Juni 2020,https://www.antaranews.com/berita/1537988/kpu-surakarta-laksanakan-coklit-dpt-juli-2020
KPU uji publik rancangan PKPU mekanisme pilkada di tengah COVID-19,Komisi Pemilihan Umum menggelar uji publik terhadap rancangan Peraturan KPU tentang penyelenggaraan Pemilihan kepala ...,6 Juni 2020,https://www.antaranews.com/berita/1537928/kpu-uji-publik-rancangan-pkpu-mekanisme-pilkada-di-tengah-covid-19
Plt Gubernur Kepri sebut sudah dapat 'kendaraan politik' Pilkada 2020,Pelaksana Tugas (Plt) Gubernur Provinsi Kepulauan Riau (Kepri) Isdianto menyebut sudah punya 'kendaraan ...,5 Juni 2020,https://www.antaranews.com/berita/1537284/plt-gubernur-kepri-sebut-sudah-dapat-kendaraan-politik-pilkada-2020
Partai Gelora Jatim siap bersaing di Pemilu 2024,Dewan Pimpinan Wilayah Partai Gelombang Rakyat Indonesia (Gelora) Jawa Timur menegaskan kesiapannya bersaing di ...,4 Juni 2020,https://www.antaranews.com/berita/1533484/partai-gelora-jatim-siap-bersaing-di-pemilu-2024
KPU Sumbar rencanakan tahapan Pilkada  2020 dimulai 15 Juni,Komisi Pemilihan Umum (KPU) Sumatra Barat merencanakan memulai tahapan Pilkada Sumbar 2020 pada 15 Juni 2020 dengan ...,3 Juni 2020,https://www.antaranews.com/berita/1532000/kpu-sumbar-rencanakan-tahapan-pilkada-2020-dimulai-15-juni
KPU: Tahapan Pilkada Kepri 2020 dimulai 17 Juni,Komisi Pemilihan Umum (KPU) Provinsi Kepulauan Riau (Kepri) akan memulai lanjutan tahapan Pemilihan Kepala Daerah ...,2 Juni 2020,https://www.antaranews.com/berita/1530528/kpu-tahapan-pilkada-kepri-2020-dimulai-17-juni
Menkumham serahkan SK badan hukum Partai Gelora,Menteri Hukum dan HAM Yasonna Laoly secara resmi menyerahkan Surat Keputusan (SK) tentang pengesahan Badan Hukum Partai ...,2 Juni 2020,https://www.antaranews.com/berita/1528892/menkumham-serahkan-sk-badan-hukum-partai-gelora
KPU Surakarta tambah 784 TPS Pilkada 2020,Komisi Pemilihan Umum Kota Surakarta bakal menambah 784 tempat pemungutan suara (TPS) pada Pemilihan Kepala Daerah ...,29 Mei 2020,https://www.antaranews.com/berita/1523492/kpu-surakarta-tambah-784-tps-pilkada-2020
KPU Sumatera Barat tunggu instruksi pelaksanaan Pilkada dari KPU,Komisi Pemilihan Umum (KPU) Sumatera Barat menyatakan masih menunggu keputusan dan teknis pelaksaanaan Pilkada 2020 ...,27 Mei 2020,https://www.antaranews.com/berita/1518990/kpu-sumatera-barat-tunggu-instruksi-pelaksanaan-pilkada-dari-kpu
Komisioner KPU beri gambaran tahapan Pilkada di era pandemi COVID-19,Komisioner Komisi Pemilihan Umum (KPU) Republik Indonesia tengah menggodok sejumlah hal terkait teknis tahapan ...,17 Mei 2020,https://www.antaranews.com/berita/1497540/komisioner-kpu-beri-gambaran-tahapan-pilkada-di-era-pandemi-covid-19
"Selain orang kaya, Penerima BST di Nagan Raya sudah meninggal dunia","Sejumlah penerima dana bantuan sosial tunai (BST) di Kabupaten Nagan Raya, Provinsi Aceh, ditemukan sudah lama ...",17 Mei 2020,https://www.antaranews.com/berita/1497508/selain-orang-kaya-penerima-bst-di-nagan-raya-sudah-meninggal-dunia
"Pilkada Desember 2020, Pengamat: harus dipertimbangkan lagi",Direktur Eksekutif Indonesia Political Review (IPR) Ujang Komaruddin mengatakan kesepakatan antara penyelenggara ...,26 April 2020,https://www.antaranews.com/berita/1444500/pilkada-desember-2020-pengamat-harus-dipertimbangkan-lagi
"Komisioner KPU: Verifikasi faktual dengan ""video call"" cegah COVID-19","Komisioner Komisi Pemilihan Umum (KPU) RI Viryan Azis mengatakan verifikasi faktual menggunakan ""video call"" ...",24 April 2020,https://www.antaranews.com/berita/1442768/komisioner-kpu-verifikasi-faktual-dengan-video-call-cegah-covid-19
KPU Sumbar tunggu arahan pusat terkait kelanjutan pilkada,Komisi Pemilihan Umum (KPU) Provinsi Sumatera Barat (Sumbar) menyatakan masih menunggu arahan resmi dari KPU Pusat ...,17 April 2020,https://www.antaranews.com/berita/1426409/kpu-sumbar-tunggu-arahan-pusat-terkait-kelanjutan-pilkada
Honor 10.026 petugas ad hoc pilkada di Kalbar dihentikan mulai April,Ketua KPU Provinsi Kalimantan Barat Ramdan mengatakan 10.026 petugas ad hoc penyelenggara pemilu kepala daerah di tujuh ...,3 April 2020,https://www.antaranews.com/berita/1401134/honor-10026-petugas-ad-hoc-pilkada-di-kalbar-dihentikan-mulai-april
KPU Solok Selatan tunggu perppu tunda Pilkada 2020 karena COVID-19,"Komisi Pemilihan Umum (KPU) Kabupaten Solok Selatan, Sumatera Barat masih menunggu peraturan pemerintah pengganti ...",2 April 2020,https://www.antaranews.com/berita/1397330/kpu-solok-selatan-tunggu-perppu-tunda-pilkada-2020-karena-covid-19
KPU: Perlu ada perubahan aturan pelaksanaan Pilkada 2020,Ketua KPU RI Arief Budiman mendorong adanya perubahan aturan dalam UU terkait pelaksanaan Pemilihan Kepala Daerah ...,29 Maret 2020,https://www.antaranews.com/berita/1389034/kpu-perlu-ada-perubahan-aturan-pelaksanaan-pilkada-2020
Perludem: Presiden perlu segera terbitkan Perppu tunda Pilkada,Perkumpulan untuk Pemilu dan Demokrasi (Perludem) menilai Presiden Joko Widodo perlu segera mengeluarkan Peraturan ...,27 Maret 2020,https://www.antaranews.com/berita/1385602/perludem-presiden-perlu-segera-terbitkan-perppu-tunda-pilkada
Bawaslu Surabaya tunda aktifitas pengawasan Pilkada 2020,Badan Pengawas Pemilu (Bawaslu) Kota Surabaya menunda sejumlah aktifitas pengawasan Pilkada Surabaya 2020 khususnya di ...,27 Maret 2020,https://www.antaranews.com/berita/1384350/bawaslu-surabaya-tunda-aktifitas-pengawasan-pilkada-2020
KPU Gunung Kidul tunda empat tahapan Pilkada 2020,"Komisi Pemilihan Umum Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, menunda empat tahapan Pemilihan Kepala Daerah ...",23 Maret 2020,https://www.antaranews.com/berita/1375298/kpu-gunung-kidul-tunda-empat-tahapan-pilkada-2020
Jadwal tahapan Pilkada Jember ditunda terdampak COVID-19,Ketua Komisi Pemilihan Umum (KPU) Kabupaten Jember Muhammad Syai'in mengatakan jadwal tahapan Pemilihan Kepala ...,23 Maret 2020,https://www.antaranews.com/berita/1374618/jadwal-tahapan-pilkada-jember-ditunda-terdampak-covid-19
"Tahapan pilkada ditunda, KPU Pariaman tetap lantik anggota PPS","Komisi Pemilihan Umum (KPU) Kota Pariaman, Sumatera Barat tetap akan melantik 213 anggota panitia pemungutan suara ...",22 Maret 2020,https://www.antaranews.com/berita/1373862/tahapan-pilkada-ditunda-kpu-pariaman-tetap-lantik-anggota-pps
KPU Dharmasraya lantik 156 PPS di tempat terbuka antisipasi Corona,"Komisi Pemilihan Umum (KPU) Kabupaten Dharmaraya, Sumatera Barat (Sumbar) melantik 156 anggota panitia pemungutan suara ...",22 Maret 2020,https://www.antaranews.com/berita/1373690/kpu-dharmasraya-lantik-156-pps-di-tempat-terbuka-antisipasi-corona
SCG nilai tahapan pilkada ditunda berpengaruh ke elektabilitas calon,Lembaga survei Surabaya Consulting Group (SCG) menilai keputusan Komisi Pemilihan Umum (KPU) menunda tahapan Pilkada ...,22 Maret 2020,https://www.antaranews.com/berita/1373550/scg-nilai-tahapan-pilkada-ditunda-berpengaruh-ke-elektabilitas-calon
KPU RI resmi tunda tahapan Pilkada 2020,"Komisi Pemilihan Umum Republik Indonesia (KPU RI) resmi menunda tahapan Pemilihan Kepala Daerah 2020.

Kabar itu ...",22 Maret 2020,https://www.antaranews.com/berita/1373142/kpu-ri-resmi-tunda-tahapan-pilkada-2020
Melaju di tengah pagebluk,"Meski berbagai persiapan dilalui di tengah ancaman wabah virus corona (COVID-19), tetapi pemerintah bersama ...",21 Maret 2020,https://www.antaranews.com/berita/1372578/melaju-di-tengah-pagebluk
"Cegah COVID-19, tahapan Pilkada harus minim kontak langsung","Di dalam mencegah penyebaran virus Corona (COVID-19) yang sedemikian masif, LSM Jaringan Pendidikan Pemilih untuk ...",18 Maret 2020,https://www.antaranews.com/berita/1365346/cegah-covid-19-tahapan-pilkada-harus-minim-kontak-langsung
"Gelar rapat KPU-Bawaslu, Mahfud tegaskan jadwal pilkada tak berubah","Menteri Koordinator bidang Politik, Hukum dan Keamanan (Menko Polhukam), Mahfud MD menggelar rapat bersama dengan ...",18 Maret 2020,https://www.antaranews.com/berita/1364942/gelar-rapat-kpu-bawaslu-mahfud-tegaskan-jadwal-pilkada-tak-berubah
Bawaslu sarankan perubahan mekanisme kampanye dalam PKPU,Komisioner Badan Pengawas Pemilu (Bawaslu) Mochammad Afifuddin menyarankan perubahan mekanisme kampanye dalam Pemilihan ...,18 Maret 2020,https://www.antaranews.com/berita/1364890/bawaslu-sarankan-perubahan-mekanisme-kampanye-dalam-pkpu
Bawaslu minta KPU petakan daerah yang tahapannya terdampak corona,Badan Pengawas Pemilu (Bawaslu) meminta Komisi Pemilihan Umum memetakan daerah-daerah yang tahapan pemilihan kepala ...,17 Maret 2020,https://www.antaranews.com/berita/1362342/bawaslu-minta-kpu-petakan-daerah-yang-tahapannya-terdampak-corona
KPU belum memiliki opsi tunda Pilkada 2020 karena COVID-19,", Komisi Pemilihan Umum (KPU) belum memiliki opsi penundaan tahapan Pemilihan Kepala Daerah (Pilkada) serentak 2020 ...",17 Maret 2020,https://www.antaranews.com/berita/1361154/kpu-belum-memiliki-opsi-tunda-pilkada-2020-karena-covid-19
KIPP Jatim imbau pemerintah tunda tahapan Pilkada 2020,Komite Independen Pemantau Pemilu (KIPP) Jawa Timur mengimbau pemerintah segera menerbitkan Keputusan Presiden (Kepres) ...,16 Maret 2020,https://www.antaranews.com/berita/1359586/kipp-jatim-imbau-pemerintah-tunda-tahapan-pilkada-2020
Menteri Desa luncurkan lomba BUMDes tingkat nasional di Purbalingga,Menteri Desa Pembangunan Daerah Tertinggal dan Transmigrasi Abdul Halim Iskandar meluncurkan lomba badan usaha milik ...,10 Maret 2020,https://www.antaranews.com/berita/1346914/menteri-desa-luncurkan-lomba-bumdes-tingkat-nasional-di-purbalingga
KPU: Pasangan calon perseorangan TMS dapat diusung parpol,Ketua Komisi Pemilihan Umum (KPU) Arief Budiman mengatakan pasangan bakal calon kepala daerah jalur perseorangan yang ...,7 Maret 2020,https://www.antaranews.com/berita/1342354/kpu-pasangan-calon-perseorangan-tms-dapat-diusung-parpol
KPU pastikan 270 daerah sudah siap laksanakan pilkada,Ketua Komisi Pemilihan Umum (KPU) RI Arief Budiman mengatakan sebanyak 270 daerah sudah siap melaksanakan pemilihan ...,7 Maret 2020,https://www.antaranews.com/berita/1342278/kpu-pastikan-270-daerah-sudah-siap-laksanakan-pilkada
KPU: Verifikasi administrasi dukungan balon perseorangan rampung,"Komisi Pemilihan Umum Kabupaten Rejang Lebong, Provinsi Bengkulu menyatakan proses verifikasi administrasi terhadap ...",7 Maret 2020,https://www.antaranews.com/berita/1341858/kpu-verifikasi-administrasi-dukungan-balon-perseorangan-rampung
KPU Agam : 1.361 KTP dukungan calon perseorangan tak penuhi syarat,"Komisi Pemilihan Umum (KPU) Kabupaten Agam, Sumatera Barat menyatakan 1.361 KTP dukungan calon bupati Agam jalur ...",29 Februari 2020,https://www.antaranews.com/berita/1326866/kpu-agam-1361-ktp-dukungan-calon-perseorangan-tak-penuhi-syarat
KPU Samarinda gugurkan satu bakal calon perseorangan,Komisi Pemilihan Umum ( KPU) Kota Samarinda telah menggugurkan Siti Qomariah-Ansharullah sebagai bakal calon wali ...,27 Februari 2020,https://www.antaranews.com/berita/1323806/kpu-samarinda-gugurkan-satu-bakal-calon-perseorangan
KPU sebut pendukung perseorangan boleh mencabut dukungan,Komisi Pemilihan Umum (KPU) Kota Bandarlampung menyebutkan bahwa data pendukung perseorangan yang telah diserahkan oleh ...,27 Februari 2020,https://www.antaranews.com/berita/1323562/kpu-sebut-pendukung-perseorangan-boleh-mencabut-dukungan
KPU: Bakal perorangan Pilkada 2020 sebanyak 149 pasangan calon,Komisi Pemilihan Umum menyebutkan total bakal pasangan calon yang maju lewat jalur perorangan untuk Pilkada serentak ...,27 Februari 2020,https://www.antaranews.com/berita/1323026/kpu-bakal-perorangan-pilkada-2020-sebanyak-149-pasangan-calon
KPU Surakarta laksanakan verifikasi administrasi balon perseorangan,Komisi Pemilihan Umum Surakarta melakukan verifikasi administrasi dokumen syarat dukungan jalur perseorangan pada ...,27 Februari 2020,https://www.antaranews.com/berita/1322678/kpu-surakarta-laksanakan-verifikasi-administrasi-balon-perseorangan
KPU Bangka Barat percepat pemeriksaan berkas dukungan calon perorangan,"Komisi Pemilihan Umum Kabupaten Bangka Barat, Provinsi Kepulauan Bangka Belitung berupaya mempercepat proses ...",25 Februari 2020,https://www.antaranews.com/berita/1318422/kpu-bangka-barat-percepat-pemeriksaan-berkas-dukungan-calon-perorangan
KTP anggota KPU ditemukan dalam berkas dukungan calon perseorangan,Fotokopi kartu tanda penduduk (KTP) anggota Komisi Pemilihan Umum (KPU) Kabupaten Solok Selatan Andi Andrawan Putra ...,25 Februari 2020,https://www.antaranews.com/berita/1317802/ktp-anggota-kpu-ditemukan-dalam-berkas-dukungan-calon-perseorangan
Rian Ernest-Yusiani lanjut ke tahapan verifikasi administrasi dukungan,"Komisi Pemilihan Umum Kota Batam, Kepulauan Riau, menyatakan bakal calon kepala daerah jalur perseorangan Rian ...",25 Februari 2020,https://www.antaranews.com/berita/1317242/rian-ernest-yusiani-lanjut-ke-tahapan-verifikasi-administrasi-dukungan
KPU terima syarat dukungan 96 calon perorangan kabupaten kota,Komisi Pemilihan Umum menerima syarat dukungan dari 96 bakal pasangan calon kepala daerah jalur perorangan untuk ...,24 Februari 2020,https://www.antaranews.com/berita/1316166/kpu-terima-syarat-dukungan-96-calon-perorangan-kabupaten-kota
Tiga pasangan jalur perseorangan mendaftar ke  KPU Tanjungbalai,Sejak dibuka dan ditutupnya pendaftaran bakal pasangan calon (bapaslon) Wali Kota dan Wakil Wali Kota Pilkada ...,24 Februari 2020,https://www.antaranews.com/berita/1315230/tiga-pasangan-jalur-perseorangan-mendaftar-ke-kpu-tanjungbalai
Enam paket perseorangan serahkan dukungan ke KPU,"Komisi Pemilihan Umum (KPU) Provinsi Nusa Tenggara Timur (NTT) mencatat, enam pasangan bakal calon perseorangan ...",24 Februari 2020,https://www.antaranews.com/berita/1315194/enam-paket-perseorangan-serahkan-dukungan-ke-kpu
KPU Jatim: Pilkada 8 kabupaten/kota diikuti calon perseorangan,Komisioner Komisi Pemilihan Umum (KPU) Jawa Timur Gogot Cahyo Baskoro mengatakan pemilihan umum kepala daerah (pilkada) ...,24 Februari 2020,https://www.antaranews.com/berita/1315190/kpu-jatim-pilkada-8-kabupaten-kota-diikuti-calon-perseorangan
KPU Sumbar: Surat dukungan Fakhrizal-Genius Umar penuhi syarat,Komisi Pemilihan Umum (KPU) Sumatera Barat menyatakan surat dukungan pasangan calon perseorangan Irjen Pol ...,24 Februari 2020,https://www.antaranews.com/berita/1315070/kpu-sumbar-surat-dukungan-fakhrizal-genius-umar-penuhi-syarat
Pasangan perseorangan Alam serahkan 38.743 syarat dukungan,Bakal pasangan calon perseorangan Muhammad Ali-Achmad Abu Jazid (Alam) sudah menyerahkan dokumen syarat dukungan ke ...,24 Februari 2020,https://www.antaranews.com/berita/1314974/pasangan-perseorangan-alam-serahkan-38743-syarat-dukungan
KPU Ngada terima dokumen dua bakal calon perseorangan,"Komisi Pemilihan Umum (KPU) Kabupaten Ngada, Nusa Tenggara Timur (NTT), resmi menerima dokumen dari dua pasangan bakal ...",24 Februari 2020,https://www.antaranews.com/berita/1314946/kpu-ngada-terima-dokumen-dua-bakal-calon-perseorangan
